id,source,group,group_en,group_ru,group_he,equipment,name_en,name_ru,name_he,movement_type,category,has_image,has_technique
mm_car_drivers_142,mm,shoulders,Shoulders,Плечи,כתפיים,barbell,Car Drivers,Автомобилисты,נהגי מכוניות,isolation,strength,yes,yes
mm_carioca_quick_step_143,mm,legs,Legs,Ноги,רגליים,other,Carioca Quick Step,Быстрые шаги карока,צעדי קריוקה מהירים,isolation,plyometrics,yes,yes
mm_cat_stretch_144,mm,back,Back,Спина,גב,other,Cat Stretch,Растяжка кошки,מתיחת החתול,isolation,stretching,yes,yes
mm_catch_and_overhead_throw_145,mm,shoulders,Shoulders,Плечи,כתפיים,medicine_ball,Catch and Overhead Throw,Поймать и бросить через голову,לתפוס ולזרוק מעל הראש,compound,plyometrics,yes,yes
mm_chain_handle_extension_146,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,other,Chain Handle Extension,Тяга рукояти с цепью,משיכת מוט עם שרשרת,isolation,powerlifting,yes,yes
mm_chain_press_147,mm,chest,Chest,Грудь,חזה,other,Chain Press,Жим с цепью,דחיפה עם שרשרת,compound,powerlifting,yes,yes
mm_chair_leg_extended_stretch_148,mm,legs,Legs,Ноги,רגליים,other,Chair Leg Extended Stretch,Растяжка сидя с выпрямленной ногой на стуле,מתיחת רגל מורחבת על כיסא,isolation,stretching,yes,yes
mm_chair_lower_back_stretch_149,mm,back,Back,Спина,גב,other,Chair Lower Back Stretch,Растяжка нижней части спины со стулом,מתיחת גב תחתון עם כיסא,isolation,stretching,yes,yes
mm_chair_squat_150,mm,legs,Legs,Ноги,רגליים,machine,Chair Squat,Приседания на стуле,סקוואט עם כיסא,compound,strength,yes,yes
mm_chair_upper_body_stretch_151,mm,stretching,Stretching,Растяжка,מתיחות,other,Chair Upper Body Stretch,Растяжка верхней части тела со стулом,מתיחת חזה וגב עם כיסא,isolation,stretching,yes,yes
mm_chest_and_front_of_shoulder_stretch_152,mm,stretching,Stretching,Растяжка,מתיחות,other,Chest And Front Of Shoulder Stretch,Растяжка груди и передней дельты,מתיחת חזה וכתף קדמית,isolation,stretching,yes,yes
mm_chest_push_from_3_point_stance_153,mm,chest,Chest,Грудь,חזה,medicine_ball,Chest Push from 3 point stance,Толчок груди из трёхточечной стойки,דחיפת חזה מעמדת שלוש נקודות,compound,plyometrics,yes,yes
mm_chest_push_multiple_response_154,mm,chest,Chest,Грудь,חזה,medicine_ball,Chest Push (multiple response),Толчок груди (множественный ответ),דחיפת חזה (תגובה מרובה),compound,plyometrics,yes,yes
mm_chest_push_single_response_155,mm,chest,Chest,Грудь,חזה,medicine_ball,Chest Push (single response),Жим груди (один ответ),דחיפת חזה (תגובה בודדת),compound,plyometrics,yes,yes
mm_chest_push_with_run_release_156,mm,chest,Chest,Грудь,חזה,medicine_ball,Chest Push with Run Release,Жим груди с беговым отпусканием,דחיפת חזה עם שחרור בריצה,compound,plyometrics,yes,yes
mm_chest_stretch_on_stability_ball_157,mm,stretching,Stretching,Растяжка,מתיחות,exercise_ball,Chest Stretch on Stability Ball,Растяжка груди на фитболе,מתיחת חזה על כדור יציבות,isolation,stretching,yes,yes
mm_childs_pose_158,mm,stretching,Stretching,Растяжка,מתיחות,other,Child's Pose,Поза ребёнка,תנוחת הילד,isolation,stretching,yes,yes
mm_chin_up_159,mm,back,Back,Спина,גב,bodyweight,Chin-Up,Подтягивание,משיכה,compound,strength,yes,yes
mm_chin_to_chest_stretch_160,mm,stretching,Stretching,Растяжка,מתיחות,other,Chin To Chest Stretch,Растяжка подбородка к груди,מתיחת סנטר לחזה,isolation,stretching,yes,yes
mm_circus_bell_161,mm,shoulders,Shoulders,Плечи,כתפיים,other,Circus Bell,Цирковый колокол,פעמון הקרקס,compound,strongman,yes,yes
mm_clean_162,mm,legs,Legs,Ноги,רגליים,barbell,Clean,Рывок,ניקוי,compound,olympic weightlifting,yes,yes
mm_clean_deadlift_163,mm,back,Back,Спина,גב,barbell,Clean Deadlift,Рывок со становой тягой,ניקוי עם מתיחה מהקרקע,compound,olympic weightlifting,yes,yes
mm_clean_pull_164,mm,legs,Legs,Ноги,רגליים,barbell,Clean Pull,Тяга к чистому подъему,נטילה והרמה,compound,olympic weightlifting,yes,yes
mm_clean_shrug_165,mm,back,Back,Спина,גב,barbell,Clean Shrug,Чистое поднимание плеч,נטילה וכתפיים,isolation,olympic weightlifting,yes,yes
mm_clean_and_jerk_166,mm,shoulders,Shoulders,Плечи,כתפיים,barbell,Clean and Jerk,Рывок и толчок,נטילה והנפה,compound,olympic weightlifting,yes,yes
mm_clean_and_press_167,mm,shoulders,Shoulders,Плечи,כתפיים,barbell,Clean and Press,Тяга к плечу и выжимание,נטילה ודחיפה,compound,strength,yes,yes
mm_clean_from_blocks_168,mm,legs,Legs,Ноги,רגליים,barbell,Clean from Blocks,Тяга штанги с упора,הרמת מוט מקרש,compound,olympic weightlifting,yes,yes
mm_clock_push_up_169,mm,chest,Chest,Грудь,חזה,bodyweight,Clock Push-Up,Отжимания по часовой стрелке,סנטורי פוש-אפ,compound,strength,yes,yes
mm_close_grip_barbell_bench_press_170,mm,chest,Chest,Грудь,חזה,barbell,Close-Grip Barbell Bench Press,Жим штанги узким хватом,לחישה צמודת אחיזה במוט,compound,strength,yes,yes
mm_close_grip_dumbbell_press_171,mm,chest,Chest,Грудь,חזה,dumbbells,Close-Grip Dumbbell Press,Жим гантелей узким хватом,לחישה צמודת אחיזה במשקולות,compound,strength,yes,yes
mm_close_grip_ez_bar_curl_with_band_172,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,ez_bar,Close-Grip EZ-Bar Curl with Band,Сгибание рук со EZ-грифом и эспандером,כיפוף זרועות עם מוט EZ ופס גומי,isolation,strength,yes,yes
mm_close_grip_ez_bar_press_173,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,ez_bar,Close-Grip EZ-Bar Press,Жим EZ-грифа узким хватом,לחישה צמודת אחיזה במוט EZ,compound,strength,yes,yes
mm_close_grip_ez_bar_curl_174,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Close-Grip EZ Bar Curl,Сгибание рук с EZ-грифом,כיפוף זרועות עם מוט EZ,isolation,strength,yes,yes
mm_close_grip_front_lat_pulldown_175,mm,back,Back,Спина,גב,cable,Close-Grip Front Lat Pulldown,Тяга к груди узким хватом,משיכת גב צמודת אחיזה לחזה,compound,strength,yes,yes
mm_close_grip_push_up_off_of_a_dumbbell_176,mm,chest,Chest,Грудь,חזה,bodyweight,Close-Grip Push-Up off of a Dumbbell,Отжимания узким хватом с гантелей,סקיצות דחיפה צמודות אצבעות עם משקולת,compound,strength,yes,yes
mm_close_grip_standing_barbell_curl_177,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Close-Grip Standing Barbell Curl,Сгибание рук со штангой узким хватом стоя,כפיפות בי-ספ בעמידה צמודות אצבעות,isolation,strength,yes,yes
mm_cocoons_178,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Cocoons,Кокон,גלילה בשק,isolation,strength,yes,yes
mm_conans_wheel_179,mm,legs,Legs,Ноги,רגליים,other,Conan's Wheel,Колесо Конана,גלגל קונאן,compound,strongman,yes,yes
mm_concentration_curls_180,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Concentration Curls,Сгибание рук на бицепс сидя с акцентом на одну руку,כפיפות בי-ספ יושבות עם מיקוד,isolation,strength,yes,yes
mm_cross_body_crunch_181,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Cross-Body Crunch,Скручивание с касанием локтя колена,כפיפות בטן חוצות גוף,isolation,strength,yes,yes
mm_cross_body_hammer_curl_182,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Cross Body Hammer Curl,Сгибание рук «Молот» через тело,כפיפות מפרק חוצות גוף,isolation,strength,yes,yes
mm_cross_over_with_bands_183,mm,chest,Chest,Грудь,חזה,bands,Cross Over - With Bands,Скрещивание с эспандерами,חיתוך עם רצועות,isolation,strength,yes,yes
mm_crossover_reverse_lunge_184,mm,legs,Legs,Ноги,רגליים,other,Crossover Reverse Lunge,Перекрёстный выпад назад,פעימת רגליים צולבת אחורית,compound,stretching,yes,yes
mm_crucifix_185,mm,shoulders,Shoulders,Плечи,כתפיים,other,Crucifix,Распятие,צליבה,isolation,strongman,yes,yes
mm_crunch_hands_overhead_186,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Crunch - Hands Overhead,Скручивание с руками над головой,כפיפות בטן עם ידיים מעל הראש,isolation,strength,yes,yes
mm_crunch_legs_on_exercise_ball_187,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Crunch - Legs On Exercise Ball,Скручивание с ногами на гимнастическом мяче,כפיפות בטן עם רגליים על כדור כושר,isolation,strength,yes,yes
mm_crunches_188,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Crunches,Скручивания,כפיפות בטן,isolation,strength,yes,yes
mm_cuban_press_189,mm,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Cuban Press,Кубанский жим,לחיצת קובנית,compound,strength,yes,yes
mm_dancers_stretch_190,mm,stretching,Stretching,Растяжка,מתיחות,other,Dancer's Stretch,Растяжка танцора,מתיחת רקדן,isolation,stretching,yes,yes
mm_dead_bug_191,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Dead Bug,Мёртвый жук,חיפושית מתה,isolation,strength,yes,yes
mm_deadlift_with_bands_192,mm,back,Back,Спина,גב,barbell,Deadlift with Bands,Тяга со штангой в ленте,משיכת מתכת עם רצועות,compound,powerlifting,yes,yes
mm_deadlift_with_chains_193,mm,back,Back,Спина,גב,barbell,Deadlift with Chains,Тяга со штангой в цепях,משיכת מתכת עם שרשראות,compound,powerlifting,yes,yes
mm_decline_barbell_bench_press_194,mm,chest,Chest,Грудь,חזה,barbell,Decline Barbell Bench Press,Жим штанги на наклонной скамье,לחישת מוט על ספה משופעת,compound,strength,yes,yes
mm_decline_close_grip_bench_to_skull_crusher_195,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,barbell,Decline Close-Grip Bench To Skull Crusher,Жим штанги на наклонной скамье узким хватом в жим лежа на череп,לחישת מוט צמודה על ספה משופעת לסקרלים,compound,strength,yes,yes
mm_decline_crunch_196,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Decline Crunch,Скручивания на наклонной скамье,כפיפות בטן על ספה משופעת,isolation,strength,yes,yes
mm_decline_dumbbell_bench_press_197,mm,chest,Chest,Грудь,חזה,dumbbells,Decline Dumbbell Bench Press,Жим гантелей на наклонной скамье,לחישת דמבל בל על ספה משופעת,compound,strength,yes,yes
mm_decline_dumbbell_flyes_198,mm,chest,Chest,Грудь,חזה,dumbbells,Decline Dumbbell Flyes,Развод гантелей на наклонной скамье,פתיחת דמבל בל על ספה משופעת,isolation,strength,yes,yes
mm_decline_dumbbell_triceps_extension_199,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,dumbbells,Decline Dumbbell Triceps Extension,Разгибание рук с гантелями на наклонной скамье,הרחבת זרועות עם דמבל בל על ספה משופעת,isolation,strength,yes,yes
mm_decline_ez_bar_triceps_extension_200,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,barbell,Decline EZ Bar Triceps Extension,Разгибание трицепса на наклонной скамье EZ-грифом,הרחבת טריצפס עם מוט EZ במורד,isolation,strength,yes,yes
mm_decline_oblique_crunch_201,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Decline Oblique Crunch,Наклонное скручивание для косых мышц живота,כפיפת בטן צדדית במורד,isolation,strength,yes,yes
mm_decline_push_up_202,mm,chest,Chest,Грудь,חזה,other,Decline Push-Up,Отжимания на наклонной скамье,סקווט פוש-אפ במורד,compound,strength,yes,yes
mm_decline_reverse_crunch_203,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Decline Reverse Crunch,Наклонное обратное скручивание,כפיפת בטן הפוכה במורד,isolation,strength,yes,yes
